,question,label
4298,hi do scikit have fix effect regression ? can t seem to find it anywhere in documentation ,DIRECT
398,which be well to learn tableau or power bi ? ,DIRECT
3558,hi everyone I be junior data scientist data engineer even though I be quit proficient in python and sql I feel like a lack experience in big data I would like to contribute to some open source project or small company for free so I can upgrade my knowledge and experience do you have any suggestion where to apply or contribute ? data analysis data engineering machine learn web scrape big data or anything else that you think I can contribute to ,DIRECT
6492,do they suck too ? ,DIRECT
4682,here s a demo ,DIRECT
5973,oh wow really can not decide what you want to do ? ,DIRECT
5953,I be curious if anyone here have switch from software engineering to data science ? ,DIRECT
4896,heyy guy so I just compleate my highschool and I have get an offer for a 3 year degree in data science should I take it ? or should I do a 4 year data science degree instead ? the thing be that for the cs degree option I would have to wait a year and to get an admission into a good college plus I would loose a some money cos I aldready pay for the 3 year degree should I still try for cs instead ? plus I would have to take a loan of 30k where as I do not have to take a loan for data science so I could couple it with a master in data science however the data science degree that I be do seem not that rigourous too I be very confused I do not know what recruiter would look for skill or the degree ? which one would be well ? thank you so much for your time it really mean a lot for the help ,DIRECT
5190,what do source thes proj mean ? ,DIRECT
1746,do anyone know of or can recommend 1 year master program in apply stat or similar ? ,DIRECT
6234,who know what the eigenvalue of it even mean ? ,DIRECT
4062,can you elaborate ? ,DIRECT
2199,which generally make more money data scientist or web developer ? ,DIRECT
4728,  what s the issue ? ,DIRECT
3763,be there a section to get help with rapid miner ? I be in an intro rapidminer class ,DIRECT
5148,not that I know of the model actually compile from what I can see it only create an issue on runtime so it s likely that the training set have some kind of error in it wrt to target size the lack of ohe would make sense I suppose ? you ve get 5 target group but the target load in from the data be a single dimension ,DIRECT
3986,how difficult be mle s code interview ? ,DIRECT
3731,hello all do anyone ever encounter some decent article about eda template ? what I mean by that be a sort of a cookbook on what analysis should be do for a specific type of data set an example we be start a project focus around time series data so naturally some step to perform would be create and analyse a histogram spectrum analysis etc ,DIRECT
108,that s an unusual scale what s the data from ? ,DIRECT
3388,wait where be you save it to ? ,DIRECT
5777,what s your data a numpy array or a dataframe ? ,DIRECT
323,how do u know that ? have u ever actually work in industry before ? u do not understand how important work culture affect ur sanity and mental well be ,DIRECT
477,be start to look at the internal of mingpt anyone have suggestion for interesting repos to learn transformer from ? ,DIRECT
6235,do that make sense ? ,DIRECT
4976,I m look for some inspiration I have to do some project work for my foundation degree in da I need to do a range of statistical analysis include linear and logistical regression however what I be stump on be what to analyse it have to be focus on the uk railway I m think disruption but anyone else in any similar work area transport get any idea ? ,DIRECT
5569,what s it poetry or maturin ? ,DIRECT
1676,hi everyone I be try to do sentiment analysis with databrick be there resource or youtube video you would recommend ? ,DIRECT
5792,  which under preference tab can I find these setting ? ,DIRECT
144,hi everyone I have the follow project at work and here be the approach I m take I want to get high level suggestion if possible on this approach thank very much context I have data for user and the content they ve engage with for now the content come from 1 platform where user can view content but it could come from multiple platform in the future each content be tag with certain category I also have category that our user be interested in note that the interaction data user view content be very sparse my goal be to create a v1 recommendation system where we recommend content to user as follow create a collaborative filtering model use the sparse interaction data optimize be use the map k metric the data will be implicit binary as view or not create a content base model use the attach metadata category of the content and interest category of user I will use jaccard similarity for this use some sort hybrid logic to combine recommendation and deliver to user as we recommend these 10 something content to you this content will obviouslty not have be view by user evaluation I will evaluate the impact of this rec system by measure change in engagement metric overall as well as other indirect business metric any suggestion here as to improve this flow ? ,DIRECT
3447,hey so I m sure you all get this question a lot but what do you guy think be a good starting point for learn about data analytic science ? I m become more interested in the quantitative side of ux research and definitely want to learn more ,DIRECT
6115,if you use a pre exist model architecture off kera for a work problem and edit it for your purpose do you build a model or do you use transfer learn ? ,DIRECT
5577,because in all the kaggle notebook that I read they do feature engineering and selection before feed to the model but how they even know that those new feature be beneficial to the model ? ,DIRECT
463,anyone know of any remote internship or entry level position for data analytic ? I m currently pursue a master and a few certification but I want some experience to also back that up ? ,DIRECT
2809,hello data science community I m dip my toe in the field and try to find a worth wild home project to get I start with deep learning I d like to set up a camera in my living room to alert I when my 15 month old be climb on the couch without adult supervision I figure I could get away with a relatively cheap camera and a server to dump the video data too the training dev test data would all be label manually but I think I could try some form of transfer learn so I wouldn t have to do an absurd amount of that do this project seem like too much for a data science noob ? do it seem feasible to the experienced practitioner here ? ,DIRECT
4166,what d you prefer singleton ? or neither global or singleton ,DIRECT
3402,which password manager do you guy use ? I m seriously look into go with someone else now ,DIRECT
3164,video content in contrast to that have a low probability as such how often do you click the link on the youtube ? as also the interactive content sometimes bring a well intuition in comparison to text content ,DIRECT
6113,can there be slight relaxation in the constant variance condition ? ,DIRECT
5967,I get your point but as I want to orientate my profile and my skill into data analysis i d like to know what should I focus on ? ,DIRECT
5709,do someone get kick again ? ,DIRECT
5430,welcome and to actually answer your question well what have you do already ? good way to get feedback on the internet be to show what you have and get yell at by teh internetz for not do it right just mean we care ,DIRECT
1552,do you know urdu poetry ? ,DIRECT
564,do you think the field be getting saturate ? I m do my master in data science and can t even land a single internship interview here in canada ,DIRECT
4149,  I read the stackexchange post and reply and also your comment here could you please explain or point to an explanation on how to do the target encode inside the cross validation ? ,DIRECT
2766,hi guy anyone know any website for focused research paper on aiml ? ,DIRECT
4183,sorry what do you mean ? ,DIRECT
5756,well you want to be able to count the number of nas in your column there s a panda be na so you could filter by that and count the output ? ,DIRECT
3636,  do your error get fix ? ,DIRECT
1893,their doc be generally pretty good what s go on ? ,DIRECT
2250,do you know any well approach to do this ? ,DIRECT
4486,hi I ve get a question what s the difference between use rnn for time series training and stack the input up to lag k and train a standard mlp on they ? be it just the fact that when use rnn we don t need to specify the lag aka how many time stamp we need to look back ? so the rnn kinda learn this on its own ? ,DIRECT
1488,hello I have write lyric for song but I have zero knowledge on music by use ai can I create a full song ? ,DIRECT
5304,oh be this a server about car ? what be a car ? can someone define it ,DIRECT
2359,anyway can I take it that this basically mean that you shouldn t apply any transformation to the principal component like multiply they add subtract finding ratio polynomial transform etc and pca should basically be the last preprocessing step ? ,DIRECT
1840,do you know the industry they re recruit for ? ,DIRECT
3408,quick question how much frontend web app development be actually require for a data scientist ? do it help to have react next etc list as skillset in resume or do it give off the impression that you be not focus enough on data science ? what s the ratio of a client require a web app vs just the python notebook power bi report ? I have be learn data science for the whole year and some web development concept over the past 3 month I can build ml ai base user interface use react next I be not that good at js currently but should I hone it as a skill to command a good salary package ? I be just try to understand how beneficial it actually be for a data scientist who have the skillset to build a full stack web app ,DIRECT
1329,do you read the faq you be link before ? ,DIRECT
417,hello I be look for a course to get high level overview and understanding of ml algorithm I try stanford course and georgia course but it s too math heavy what course would you recommend ? it would be nice if it cover both supervised and unsupervised learn I do want mathematical intuition but not too much ,DIRECT
2353,hi guy from your point of view what be the good way to be employable as a data scientist withou a master degree ? an online certificate as google advanced data analytic certificate one power bi certification ? only one portfolio github ? look forward to read you and hearde your own path thank you ,DIRECT
1773,guy what can a no experience data curator candidate suggest as his first salary ? ,DIRECT
5874,how long do you spend between bsc and msc ? ,DIRECT
1220,you have an employee database that keep track of self report education college course certification mooc course ect can you automatically tag cluster relate education course into broad field like data science computer science statistic ect ? if a user provide a search term can you return related coursework ? ,DIRECT
5242,hello be there any software that can be use to create language translation dataset ? ping pls ,DIRECT
5401,hey I m a high schooler too what do you know so far in term of programming ? I probably can t help that much I m not really look for a career in data science I mainly be look into bioinformatics and biology but I can see what I can do ,DIRECT
134,do you do your homework ? ,DIRECT
3232,hello how do I gain access to the career page I have a really tough job decision I need to figure out this week maybe this be a decent channel for it ? ,DIRECT
5333,do you feel your current work be bottleneck by your gpu ? ,DIRECT
852,out of interest what be the last paper you implement ? ,DIRECT
4964,be there any way to install google colab package other than use pip command ? ,DIRECT
3773,I think I m really bad at web scraping and use the prompt be there any resource that I can use ? do project on kaggle or colab be pretty comfortable but set up my own environment to be honest I don t know where to start 3 ,DIRECT
3351,be there anyone who know where I can practice pl300 exam question ? ,DIRECT
604,how important be random read speed when buy a ssd for data science task that involve load 30 csv file from disk ? or I should purely optimize for sequential read speed ? ,DIRECT
5819,can the computer do it quick because of concurrency ? ,DIRECT
2601,I don t think it s an invalid fear we re all wonder how powerful new tool be go to change what we do and on what timescale a couple of thought for what they re worth be someone people want to work with few thing be as good at open door and give you a bit of security as be valuable effective and like don t panic enterprise adoption cycle be slow because people be change resistant and risk averse think how long adopt the pc analytic automate fast food kitchen and self driving have take accept change be happen get comfortable with ongoing change realize the market be never static avoid denial or computer could never do x arrogance stay informed try new thing people have navigate major change in the past you will too avoid rote learn lot of professional get away with it they suck but they re good enough they re first to go if we re go to get marginally adequate work anyway we might as well get it cheap and fast be interested in your field keep grow understand your domain well enough to teach and supervise other work in it think of the skill need to succeed as professional if every professional have the automate equivalent of a free group of knowledgeable but inexperienced intern know what your work mean in a context not just how to do it super stat knowledge be great super stat knowledge and know how to use it to create value for your client team employer ? gold ,DIRECT
6082,in linear regression we consider that the irreducible error around the measure variable have a normal distribution at each time step do that mean we can consider the y in x y as a random variable ? ,DIRECT
4426,so it can t be that right ? ,DIRECT
2555,be anyone else get a ton of error pathing to their conda enviroment after the panda version update ? ,DIRECT
2123,hm how many column be there ? I don t think postgres be great at do something like that dynamically though I might be wrong somewhere if I be you I might load it into panda and do dtype and then convert those into postgre datatype for a create table statement ,DIRECT
4432,hi all I be a newbie and want to get deep in data science could you please recommend book for beginner ? or maybe a course ? ,DIRECT
5634,hello everyone I m aleksandar it s great to be here I be a last semester computer science student look to expand my knowledge in data science and nlp in order to build an awesome chat system for my graduation thesis look for idea on what exactly to build I m think a conversational question answer system do I go domain specific open domain do I include information retrieval ? I m open for suggestion what be some tip tool and thing to look out for when build such a system ? ,DIRECT
5033,hey for a simple text analysis project I want to rate the readability of long string of text 2 to 3 paragraph any recommendation on good python module to use for that ? I know there be a couple but I don t see much documentation on it how much preprocessing of the string do it need etc ,DIRECT
1143,what class be you teach ? ,DIRECT
705,I be wonder if anyone here be familiar with set up some data pipeline use any etl software ? I be look for some guidance on the way I be set thing up ,DIRECT
850,coool I be look into tte problem a while back for cardiovascular disease prediction I haven t implement anything crazy lately and I can t talk about what I do for work but on the side I ve implement basically integrate gradient and shap for fun what be your motivation for use that paper ? it look really recent so I d be wary of implement something so new in practice ,DIRECT
210,quick question be umap tsne actually useful at all for visualization in eda consider random noise cluster and density distance aren t preserve ? seem everyone do a surface level analysis of a pretty graph then say there may or may not be cluster and move on or be I miss something ,DIRECT
769,which one would be more important ? ,DIRECT
781,it s likely positive unless you re tell otherwise could be we have another candidate and we wanna do one more test could be whadayya wanna be pay ? ,DIRECT
1202,that should hopefully get I in what you guy think any thought or guidance on what to do ? ,DIRECT
1869,what be the reason you already hear for drop out of the field for behinner ? I ask because it vould be helpful when advise someonr to pick a career data ,DIRECT
2207,nice what code language do you use for data science python ? ,DIRECT
4860,so my phd include a pile of money I can spend on stuff I know I ll get away with it if I buy a pile of data science book which book would make a good library for a fledgling data scientist ? ,DIRECT
6664,  really sorry if there be a lot of mistake or the analysy isn t to complex fwiw I wouldn t worry about that when look at online community it s easy to get the impression that everyone be run their breakfast through a neural net or whatever a lot of decision be still make on basic graph percentage and simple model so don t undervalue that kinda thing I guess it might be I be thick but be there different language mix in with this analysis ? or be all the word that aren t english place name ? haven t have time for more than a quick skim mainly want to point out the first remark ,DIRECT
318,cause you think it be all sunshine and rainbow and money ? ,DIRECT
4533,so how would like to pay for my fee ? ,DIRECT
4772,  1 forbid question don t ask tease question do anyone know this library ? be anyone here ? hi ? just ask your actual question ,DIRECT
2390,0 can kneighborsclassifier be use for multilabel classification ? how be it do ? I can kinda guess for ordinal category but nominal ? no idea 1 can you use knnimputer for impute nominal category ? if yes then how would you do it ? you can t use ohe cus your miss value will just be encode as a dummy variable just like the rest of the value and nothing will be impute you could encode they as ordinal but 2 be there any point in encode nominal category as ordinal order by frequency ? would that make sense ? maybe not the good solution but use knnimputer with nominal encode as order by frequency ordinal would probably be well than just impute with the univariate mode right ? or do that not make sense ? ,DIRECT
1542,so I have be play with the fastai notebook for a while I be halfway through lesson 4 now and thing be get interesting one thing that be overwhelm I though be the plathoria of newly introduce library function class etc like there be ton and ton do you guy understand all these ? or just search specific thing when want to use they ? ofcrs something will get familiariwith it along the way most easy for I be resnet and the different type of model I straight know what be this when I see it but other syntax would take I hr to figure out ,DIRECT
306,relative to what philosophy ? french ? ,DIRECT
5866,like what people put sun cream on and the weather ? ,DIRECT
6663,I have a panda df that contain a lot of data but have different id I would like to parse only the last row of every i d and it would be even well if I could target specific column from the last row directly but that may be an overkill I ve try this but it doesn t work any idea ? for I in range 0 h df userid I iloc 1 I just get keyerror false ,DIRECT
2435,what s your first language ? ,DIRECT
5119,what sort of stuff be you generally interested in demr ? ,DIRECT
6583,  can someone suggest I good topic for a research project on bigdata or data science ? ? my suggestion be always pick a topic that s interesting to you that you can also find data for project tend have more success when you re interested in the subject matter and domain knowledge on your variable can help with feature engineering and modeling decision ,DIRECT
770,should I use any other technique or not ? ,DIRECT
1925,and who s the dude who say it s difficult to understand ? hard to say whether they don t know sql or your code be a mess ,DIRECT
6295,who be you call ? like massive company ? ,DIRECT
3951,what be you recommend ? ,DIRECT
4739,hey could someone point I to some good material for exploratory data analysis feature engineering and basically whatever you do with data before training ? something you ve check out before and seem good ,DIRECT
1292,hello which neuronal network architecture can I use to get a predict value and a confidence value with mlp I get good result but I do have only a prediction as output I need a confidence as well which neural network architecture be good for this purpose ? target input 128 feature float 128 array output float prediction float confidence ,DIRECT
2241,hi everyone I have a quick question I m tasked to do transfer learn use a camembert model so the architecture of our model be camembert as a base a classifier as a head I notice that this take a lot of time during training I be wonder why not generate the output of all our data set use the camembert model and then use that as input to our classifier ? it ll reduce the need to compute the same vector from camembert again and again on the same batch we don t have a memory constraint so I be wonder if it s just a habit of the one from whom I get the notebook or be there an actual difference between do both ? ,DIRECT
4302,anyone know of a platform that offer orchestration and virtualization for ai workload ? like if I need insight on how many gpu be be use vs what s still open and available ? ,DIRECT
5213,  okay here it go data scientist should understand the model and the development of the model data scientist also need to have a base understanding of how their model will be implement in a system and how an analyst may use the output of the model focus on the research of a model and make sure it be as accurate as possible be great but if that model can not fit into the exist data pipeline be it useful ? ,DIRECT
747,hi guy do anyone have prior knowledge of program a social media automation website ? andddd do anyone have prior knowledge of an ai model that analyse social medium performance ? ,DIRECT
5975,where in uk do you live ? I m look the visit brighton after you get your shit together there ,DIRECT
4289,mate why not go to your professor or classmate ? ,DIRECT
2498,as in phd program where you do research about matplotlib feature ? ,DIRECT
3846,what s this non standard eval ? ,DIRECT
5916,hey mod be it possible to mute like just one person on the channel ? ask for a friend ,DIRECT
5084,if you take away gpt 3 what else do you have ? ,DIRECT
4240,do anyone know what the difference between these 2 be ? not sure which to choose ,DIRECT
2174,hi everyone I have a question about transformer and their input imagine we re use an encoder decoder architecture like the classic transformer for a sequence to sequence task like machine translation do both the target data and input data get padded to the maximum input sequence length in their respective batch ? I m ask because as you can see from the formula of attention when we ll reach the multi head attention at the decoder level that attend to both input and target it will consider the output of the mask multi head attention from the decoder as query and the key and value be the output from the encoder so if we pad to different number we ll have a matrix multiplication issue there at qk t because q will be of shape batch size target max sequence length d model while k will be of shape batch size input max sequence length d model ,DIRECT
4576,hiya anyone have an idea whether it s possible to build a clothe fit system to which the input would be a picture of the person or multiple picture if that s what it take and the output would be a picture or 3d model of the same person wear specific clothe which be either take from 3d model or 2d picture ? ,DIRECT
887,have you ask whether your data scientist want to learn how to build pipeline ? ,DIRECT
6500,I m an incoming freshman to college and I have to decide my major by tonight at first it be engineer but now I m look into data science can you guy give I a run down on what data science be all about ? thx ,DIRECT
2430,how much software engineering will you be require to do ? ,DIRECT
1315,do they have any vacancy there ? ,DIRECT
2,hello I be interested in training and fine tuning llm I have a macbook pro but no gpu do anyone have suggestion on a gpu I should get for a mac to learn how to train and fine tune ? thank ,DIRECT
5925,I m interested in suggestion on how to generate a random dataset that represent how a user might navigate through an application i d like to do this for maybe fake user and use it for predictive modeling thought ? ,DIRECT
5467,hey guy what would be the good method to map a surname column to some kind of numerical value ? basically I need that for example doug and dougs be map to similar vector so I can then run k mean ,DIRECT
6588,I just do not understand why do we do it twice here though ? ,DIRECT
4628,hi there I m interested in get into data science as a career I m relatively new to code and I m try to find a decent course to get into so I can get a qualification that can help I get into data science my question be what should I look for in a course ? as I m tell there s various language that be useful as well as that I should start with i e sql and python etc ,DIRECT
5984,  python can be use for both and python be great in it then why do you ask if it be use before ? ,DIRECT
3069,and how should they be reconvert ? ,DIRECT
4805,what kind of question do you guy expect ? ,DIRECT
365,guy do you know any good guide about speech recognition ? from basic such as spectrogram ,DIRECT
4164,what programming knowledge do you need to learn ml ? ,DIRECT
3740,could you ask they to poll at specific location ? ,DIRECT
1479,in what context ? you get to provide more information ,DIRECT
5181,hi guy my jupyter notebook be just show a blank screen anyone know the solution ? ,DIRECT
5606,can you tell I the title of the book please ? ,DIRECT
4674,and do you guy also learn stuff like webpage design to effectively publicize your project ? ,DIRECT
5674,  feel free to pm I to get a role to reflect your industry you can industry role to get domain advice from people with experience relevant to you be there a list on those ? ,DIRECT
422,what s wrong with google colab ? the pro take 15 or something ,DIRECT
1267,if you need to show a processing timeline and there wasn t a graph that quite do what you want it to do would it be easy to have that specific graph develop or just build a website or something else to show it ? ,DIRECT
5357,hey guy what do you stand for this ? ,DIRECT
4684,any thought on the uc davis course on tableau for a beginner ? it seem very theory drive so far ,DIRECT
5041,like maybe someone who clash with the interviewer be exactly what s need ? but the chance of they get it seem massively reduce in most case ,DIRECT
4818,any common pain point ? ,DIRECT
5035,how do you guy prefer store categorical variable in database ? if memory isn t an issue be there benefit to store they as their string representation instead of integer representation ? ,DIRECT
5385,I can t get into the career topic but I m interview for a digital analyst marketing focus job and they ask for a sample project I could share I have a presentation about my current company s digital audience but it contain the number of impression per affinity group for certain video ad and stuff like that I m not sure if it s okay or legal ? ? to share this kind of thing ? ,DIRECT
404,I use both of they ? like I ll use an ide a lot for code when I want all the nicety of syntax highlighting and I ll use a command line for editing when I want a fairly quick change on a single file ,DIRECT
6697,hey everyone do anyone know of any discord slack server dedicate to data engineering ? very curious about new orchestration tool like dagster prefect and to some extent dbt ,DIRECT
2963,so say you have narrow down to a math topic that you know be relevant and you be not in school but you do have textbook how do you approach this ? ,DIRECT
4634,at what price in what location ? ,DIRECT
411,what s the aim with run sql here ? ,DIRECT
1298,no you d be well off anonymise what s there than create mock data imo idk what system you have but if it s go to be valuable for your work then you can probably request some sort of clone fork of the exist database to test on no ? I m not sure what you have available ,DIRECT
4455,anyone know how I might be able to make a mask out of shape picture in an image which contain text ? so like it s an image from a pdf so it could contain text or picture or shape be I able to make a mask out of everything that be not a text ? ,DIRECT
3105,hey I m work on pdf generation by convert docx to pdf do anybody know how to do that in python it seem I have find one solution use docx2pdf library but when I m deploy my flask app on iis server it s give error any alternative solution ? ,DIRECT
5185,where do you add region as a column to your data frame ? I don t see it above ,DIRECT
6683,do you know how long it would take to learn r perhaps its easy give experience programming ? ,DIRECT
3049,hi be anyone interested in take my study on political belief for graduate school ? it be an online survey that take about minute you have to be 18 be fluent in english live in the us have graduate high school or be in college and have access to the internet ,DIRECT
5070,hello all I be intend on use a pytorch base cnn lstm for time series it will use historical data to predict the present do anyone happen to know a good code sample for this type of problem by heart ? ,DIRECT
5383,but can data science clean my room ? ,DIRECT
6263,what be the error ? ,DIRECT
2309,hi all do it make sense would it be useful to cluster feature in a way that be relevant to a particular outcome ? something like the difference between pls vs pca as in with pls the outcome be factor in when produce the principle component ,DIRECT
6332,any isl equivalent in python ? ,DIRECT
5649,what variant do you get ? ,DIRECT
3298,hello I m look for advice today I be offer a data scientist 1 position within a start up mind you I m interview for another role which should lead to a future building model but to start it s only a lab technician the only issue I have with the position be I don t have professional experience I have curricular experience from a few comp sci course I take include database data structure and algorithm data mining and I also take a machine learning and neural network course aside from that I achieve the ibm professional data science certificate through coursera I m worried because I would be the only data scientist in this start up and would essentially learn by myself and as I go I be very upfront about this during the interview but they seem more interested in my soft skill and potential they say I could start part time to start and the pay would be equity base until they get fund then I would be full time another potential red flag be I apply as a machine learn engineer within the company as the requirement be mostly interest base and the job I be offer be data scientist 1 have anyone be in a similar situation ? or see concern with this ? I don t want to bite off more then I can chew and put myself or this business in a bad spot ,DIRECT
5355,what do nan be miss completely at random mean ? ,DIRECT
2886,how much calculus be need for data science ? ,DIRECT
236,hello guy be there any reference about seq2seq question answer where the output have be serve user s name entity ? ,DIRECT
4014,most of the classical stat in data science be currently tie up as far as I know and happy for correction here in marketing that s the facebook google amazon ds team who focus on how to understand the impact of a specific event series of event on sale or other metric if you re interested in that and that s a path you want to go down there s a lot of the interview resource that ll tell you the basic down that path it s mostly sql python bayesian statistic theory be that the right sort of thing for you ? ,DIRECT
2780,  hey so I make a table that be a duplicate of a main sale table with several year of data for the duplicate table I make a t f column for if it s in current month which I have set to true so like rn it filter all the data for april when the primary table add in may data will the secondary table with current month update to may only data ? talk about powerquery here ,DIRECT
1337,sound great what do you think I could try now ? I ve try all the thing on the system path list of thing to try and none work last try I add c user username anaconda3 as a system path env variable and the only difference I ve notice be that now uninstalle anaconda isn t remove the file and folder I m still not get the basic anaconda thing anaconda navigator prompt etc i d like to either succeed in instal and run anaconda or pretty much make sure that it s not go to work on my pc but idk what to do ,DIRECT
3648,what do it mean to do this ? ,DIRECT
5495,do you ever use anything like multiple correspondence analysis for this ? ,DIRECT
5845,do you have a source ? I have no strong opinion generally I think there s already too much administration in hospital but it depend completely on your country and its health culture ,DIRECT
6417,please suggest where to start ? ,DIRECT
1331,where can I find project in this server ? ,DIRECT
3282,why be that ? ,DIRECT
2376,nvm I figure it out py all data train data test data def joint data return pd concat all data some operation on train and test py train data shape test data shape joint data shape return 14 wrong column count why ? I think that when u put variable into a list they aren t copy but just point towards be I wrong ? ,DIRECT
5614,what be your ci do ? ,DIRECT
4039,member when eden say env management be a pain in the ass ? I member separate repos also help you keep envs small and target also reduce chance that a fix here break a thing there also mean that git blame still semi work even if someone run black over the whole repo also keep ci runtime down ,DIRECT
6088,hello could anyone give a look at my question on reinforcement learning ? ,DIRECT
5810,hi all need some help scrape smth from a page anyone pls ? I get lose in all the div class name row I need just pa part about the chapter ,DIRECT
1283,what s your business about ? just curious ,DIRECT
3881,hey I be think whether to start with andrew ng s machine learning course new one or ibm s data science course first ? I want to get into machine learning as end goal mostly ,DIRECT
5993,  confuse why manually remove correlated variable before hand when pca lower the dimensionality for you ? in the answer it be explain that correlated variable over emphasize the variance of principal component ,DIRECT
5191,hi I just recently complete my major in ds and be on lookout for potential work any tip anyone can give on how I can bolster my resume for potential employer ? ,DIRECT
1971,and can use that cloud storage to pull data from ? ,DIRECT
1890,so your first guideline be be able to answer who use tennis data ? ,DIRECT
393,if it s very easy can I send the sheet here ? ,DIRECT
3424,then what would be the difference between a data scientist and a data analyst ? be it more like all data scientist be data analyst but not all data analyst be data scientist ? I be struggle to really see a differentiation ,DIRECT
1266,I ve no idea what you re talk about you d need to make a thing to put on the website anyway so how be that simple than make a thing ? ,DIRECT
4046,yeah can t you just use base like they do ? ,DIRECT
3546,wait what ? seriously ? you re employer can just straight up only hire you if you agree to work an insane number of hour in the uk ? ,DIRECT
364,anyone get any optimiziation suggestion for r ? I m try to run a genetic algorithm inside the fitness function that be be use by another genetic algorithm and its make my pc chug like nothing on earth ,DIRECT
4725,do you python3 script py or something else ? ,DIRECT
2388,how important be it to have a public github on your resume ? most of my experience have be create analysis and model at work but I haven t take on any personal project to post to a pub repo ,DIRECT
6535,yeah okay then what should I ? ,DIRECT
3703,sorry to bother but how do I train those advanced skill ? ,DIRECT
1256,fair so what s compression go to give you here ? ,DIRECT
5531,curious as to what the genearl approach be to time series before neural network if anyone could give I the cliff note version ? ,DIRECT
399,vim or emacs run on that pedestal ? ,DIRECT
930,I understand your perspective be there any context I can give you that would help ? ,DIRECT
3604,do you guy have any good beginner friendly course recommendation for ds ? I know there be a lot of video online but they be 1 year ago think there would be some update one ,DIRECT
2609,just wonder how relevant be leetcode problem to a data scientist ? ,DIRECT
4186,maybe go look into how school usually measure value add by teacher first ? it s not a solved problem but it s definitely something they re try to do work in in education ,DIRECT
1562,be anyone work as data scientist in company ? I have a question be your work about use exel most of the time ? do you use statistical method while you work ? or you rarely use they ,DIRECT
6482,what s the problem ? ,DIRECT
4553,anyone here mess around with golang for ml ? I m learn python and be wonder if golang be matured enough guess I could just try it out lol ,DIRECT
5676,quick question for the community no idea in which channel this belong but it s pretty general I m work on a platform for map text onto flexible knowledge model feed it some document e g articles paper a reference model e g the paperswithcode graph of model method and you get link structured and correlate content e g introduction of method x comparison of model a and b obviously language be hard and this can t be perfect but it can be useful now I m try to figure out where it would be most useful would your research or work benefit from be able to query literature like that ? what other project try to make I look at for inspiration ? in case it s not obvious the public version will of course be free to use ,DIRECT
5090,I can understand getting flood with basic googlable question or get ask question w o context I ve see my fair share in other server but I don t think it be right to instantly assume or accuse ppl of not read it make the server seem less of a professional one and more of a troll friendly one or perhaps I be wrong to assume it be a professional server ? ,DIRECT
2846,hey I m start my first analyst internship in may but I m not sure what kind of analyst this be most like the job description be analyze data develop model and report for performance tracking and optimization and provide recommendation on your analysis provide input analysis and report on strategic project and opportunity collaboration with relevant team create and deliver dashboard report research summary and data to leverage for strategy project and initiative support other team and team deliverable as need requirement currently pursue a bachelor s degree in business or a related field experience with analyze multiple type of data and summarizing in report and presentation experience work with microsoft excel advanced and microsoft powerpoint team player and collaborative individual natural curiosity and eagerness to learn they also say I ll be work with power bi and people in business intelligence so I m not sure if this job description match a business analyst or data analyst or bi analyst or a mix of all could someone let I know what this job be mostly align with ? ,DIRECT
6382,I would pay for a data science ide that support conda envs python r julia sql syntax notebooks repl plot sql gui plugin for other language like bash perl ruby json toml yaml do such a thing exist ? ,DIRECT
2617,be there people here who try to play with all the recent llm and assistant model ? ,DIRECT
851,how about you ? ,DIRECT
3155,basically I m pick what to study in september and I have a few option as you might expect career prospect future be my big concern rn regard what to choose and why also note that I m good at statistic at a hs level at least I also want to get a master s degree later on my option be data science comp sci and engineering apply math technical math what would you all pick suggest ? ,DIRECT
4646,what s this ? ,DIRECT
2591,any thought opinion on george hotz s new project work on amd gpu software to compete with nvidia ? ,DIRECT
2238,hmmm I m use text if there s something wrong with training do you think it s more an issue with the input or the label ? ok I have use adam with but I ll try even lower I ll also try a random forest directly on the output of the base model and see how it perform just to have a baseline to compare with ,DIRECT
3221,be use a bot something that you can turn on off easily ? wonder if it can detect if you use a mix of bot not bot ,DIRECT
382,I read through tss rss confidence level and standard error while I understand the idea it s not as intuitive be there a different source to understand visualize these term ? ,DIRECT
1155,can you send I a link ? this be very strange actually ,DIRECT
5688,what will you use it on first ? ,DIRECT
1687,can you suggest how I can find the company ? ,DIRECT
1527,how do I start and learn ? ,DIRECT
2688,what error message do you get ? ,DIRECT
782,hey guy what do a follow up call with the recruiter hire manager usually entail ? I ve already do technical and behavioural interview any question I can expect ? ,DIRECT
5124,can you provide a link to the library ? ,DIRECT
685,programming machine learn from code to deep learning book by paolo perrotta any similar book to this but lean towards nlp ? or just go more indepth into supervised learn neural net but not regard image recognition ? ,DIRECT
1802,so who learn the heavy math ? ml engineer ? or ? ,DIRECT
3082,have anyone find any gig site for ml and data science ? ,DIRECT
13,out of ml dl and nlp what should I invest my time in ? do I have to have some minimal work experience with all of they ? ,DIRECT
4333,do glue find the column of those json file ? ,DIRECT
4222,be there a toy example or something link to one be fine that explain the difference sql be set base make ? I use panda but rarely sql so when I have I ve find sql kinda clunky not be able to fuzzy filter column stuff like that ,DIRECT
1961,be you go to ask endless question about ask question ? ,DIRECT
5217,would you say there s too much focus on development and research of these model when there should be more coverage on how to deploy they and use they in production ? ,DIRECT
